Tool,feature,shift_z,operation,n,abs_shift_z
M,750X155,-0.16810976703150776,750,128,0.16810976703150776
O,300X2,0.1680799258188702,300,86,0.1680799258188702
N,330X798,-0.1680348823002607,330,266,0.1680348823002607
M,330X111,-0.16797224572639413,330,128,0.16797224572639413
O,400X197,0.16795818091311002,400,86,0.16795818091311002
O,750X337,0.16795054524473288,750,86,0.16795054524473288
M,520X183,0.16791751272428998,520,128,0.16791751272428998
O,312X375,0.16788450203958172,312,86,0.16788450203958172
M,311X10,0.16788122676877898,311,128,0.16788122676877898
N,312X283,-0.1678808924721779,312,266,0.1678808924721779
J,312X630,0.16782232949818243,312,142,0.16782232949818243
N,344X139,-0.16781099295184626,344,266,0.16781099295184626
N,520X113,0.1676978089729329,520,266,0.1676978089729329
L,330X468,-0.16761837588455875,330,178,0.16761837588455875
O,340X113,0.1675851307604533,340,86,0.1675851307604533
M,330X946,0.16744577553736342,330,128,0.16744577553736342
M,210X72,0.1674275976534457,210,128,0.1674275976534457
O,330X6,-0.167413413467789,330,86,0.167413413467789
L,312X280,0.1673323111945813,312,178,0.1673323111945813
O,344X65,-0.16722394942323834,344,86,0.16722394942323834
M,330X926,0.16714958454332457,330,128,0.16714958454332457
J,360X573,0.16714529010037193,360,142,0.16714529010037193
M,330X391,-0.16711418672532602,330,128,0.16711418672532602
O,312X143,-0.1670662634043047,312,86,0.1670662634043047
O,210X201,0.1669820044218506,210,86,0.1669820044218506
O,312X28,0.1669769370877066,312,86,0.1669769370877066
N,344X124,0.16688526268470485,344,266,0.16688526268470485
J,750X318,-0.16688005063639447,750,142,0.16688005063639447
N,330X900,0.16687478591522384,330,266,0.16687478591522384
J,344X73,0.16678354558666716,344,142,0.16678354558666716
N,330X632,-0.16672943117692646,330,266,0.16672943117692646
J,210X138,0.16670784083125734,210,142,0.16670784083125734
O,220X174,-0.16669554127492558,220,86,0.16669554127492558
O,312X291,-0.16668973492124484,312,86,0.16668973492124484
M,330X525,-0.16668498764923678,330,128,0.16668498764923678
M,330X118,-0.16649083177460808,330,128,0.16649083177460808
O,400X112,0.16648780997840681,400,86,0.16648780997840681
O,330X214,-0.16645894392733845,330,86,0.16645894392733845
M,312X696,0.16643217941457814,312,128,0.16643217941457814
J,220X192,0.16634293442993728,220,142,0.16634293442993728
O,340X121,0.16633400616029473,340,86,0.16633400616029473
O,330X288,-0.1662787760331612,330,86,0.1662787760331612
M,312X246,0.16619683743434432,312,128,0.16619683743434432
M,312X353,0.16617370835643633,312,128,0.16617370835643633
O,440AX127,0.16605104863566375,UNKNOWN,86,0.16605104863566375
J,344X106,0.165867935343841,344,142,0.165867935343841
M,210X94,-0.16586716684167882,210,128,0.16586716684167882
J,210X184,0.1658387306825923,210,142,0.1658387306825923
O,440AX126,0.16581254275500276,UNKNOWN,86,0.16581254275500276
L,311X165,-0.16574747472122453,311,178,0.16574747472122453
O,310X31,-0.16573143186074982,310,86,0.16573143186074982
J,360X621,-0.16572069580270327,360,142,0.16572069580270327
M,750X1297,0.16571511262982996,750,128,0.16571511262982996
O,420X159,-0.1656944034862925,420,86,0.1656944034862925
O,210X69,0.16569242861391378,210,86,0.16569242861391378
J,312X215,-0.16563595901674535,312,142,0.16563595901674535
J,750X1072,-0.16563547774357262,750,142,0.16563547774357262
O,210X212,0.16563123830884718,210,86,0.16563123830884718
N,360X611,0.16561758047156297,360,266,0.16561758047156297
J,340X197,-0.16558694895500836,340,142,0.16558694895500836
O,311X30,0.1654725480374053,311,86,0.1654725480374053
J,520X321,-0.16538745866424273,520,142,0.16538745866424273
J,420X96,-0.16535964530386665,420,142,0.16535964530386665
O,440AX119,0.16534986348751293,UNKNOWN,86,0.16534986348751293
M,520X325,0.16533769834627526,520,128,0.16533769834627526
L,420X121,-0.16532343320261864,420,178,0.16532343320261864
M,330X385,-0.16527931403314275,330,128,0.16527931403314275
O,330X1006,-0.16526594871075254,330,86,0.16526594871075254
L,311X29,-0.16522096007129558,311,178,0.16522096007129558
O,210X71,0.16520145140960743,210,86,0.16520145140960743
M,312X67,-0.16520001993834546,312,128,0.16520001993834546
O,344X199,0.16514069819300017,344,86,0.16514069819300017
L,210X3,0.16507135635159736,210,178,0.16507135635159736
J,330X422,0.1650541181884137,330,142,0.1650541181884137
J,520X6,-0.165031439790974,520,142,0.165031439790974
O,210X203,0.1650173930633806,210,86,0.1650173930633806
L,312X278,0.1650153714837632,312,178,0.1650153714837632
O,210X26,0.16497675052477603,210,86,0.16497675052477603
N,330X571,0.16495294027001828,330,266,0.16495294027001828
O,312X719,0.16493358143418807,312,86,0.16493358143418807
O,340X75,0.1649181527671991,340,86,0.1649181527671991
N,312X279,-0.16486953517854663,312,266,0.16486953517854663
N,340X140,-0.16482186130596338,340,266,0.16482186130596338
O,312X279,-0.16475997752046698,312,86,0.16475997752046698
N,330X628,-0.16472537786758756,330,266,0.16472537786758756
O,520X236,0.16471673410843646,520,86,0.16471673410843646
M,340X38,-0.1646122824938446,340,128,0.1646122824938446
N,312X631,0.16445332612502125,312,266,0.16445332612502125
N,344X44,-0.1643052537868626,344,266,0.1643052537868626
M,520X118,-0.16425413129190058,520,128,0.16425413129190058
J,520X91,0.16420521669644889,520,142,0.16420521669644889
J,520X293,-0.16420194554049328,520,142,0.16420194554049328
N,330X580,0.16413697236916003,330,266,0.16413697236916003
J,360X318,-0.16413130707495932,360,142,0.16413130707495932
O,330X615,-0.16412552449030052,330,86,0.16412552449030052
O,440AX107,0.1639344453861459,UNKNOWN,86,0.1639344453861459
J,220X176,-0.16392767047863357,220,142,0.16392767047863357
M,520X294,-0.16385180298489593,520,128,0.16385180298489593
J,340X77,-0.1638391375130107,340,142,0.1638391375130107
J,312X334,-0.16383465137398384,312,142,0.16383465137398384
O,360X241,-0.16381619313637957,360,86,0.16381619313637957
O,210X47,0.1638160877610479,210,86,0.1638160877610479
O,ERROR:#N/A (#3),-0.16370469478965527,UNKNOWN,86,0.16370469478965527
J,312X459,-0.16368302233225143,312,142,0.16368302233225143
L,344X16,-0.1635957479199135,344,178,0.1635957479199135
N,310X131,-0.16359106207554364,310,266,0.16359106207554364
J,312X681,-0.16343841676151005,312,142,0.16343841676151005
M,210X177,-0.1633852702580609,210,128,0.1633852702580609
J,210X185,0.16336952141285632,210,142,0.16336952141285632
L,750X1201,-0.16327535471799737,750,178,0.16327535471799737
O,310X121,-0.16325148350438473,310,86,0.16325148350438473
J,520X291,-0.16320167863584809,520,142,0.16320167863584809
N,312X278,-0.1631943246357102,312,266,0.1631943246357102
N,330X630,-0.1631472174182651,330,266,0.1631472174182651
J,340X17,0.16314384650488337,340,142,0.16314384650488337
O,330X284,-0.1631326637601324,330,86,0.1631326637601324
N,311X53,0.16310038300274304,311,266,0.16310038300274304
M,440AX133,-0.16302493650230448,UNKNOWN,128,0.16302493650230448
O,520X262,0.16295114323620602,520,86,0.16295114323620602
M,360X1212,0.16294405263206688,360,128,0.16294405263206688
L,330X485,-0.1629345875482641,330,178,0.1629345875482641
O,312X132,-0.16293049810663685,312,86,0.16293049810663685
O,210X129,0.16290651604384496,210,86,0.16290651604384496
J,520X313,-0.16286846091068666,520,142,0.16286846091068666
L,360X327,-0.162850553958507,360,178,0.162850553958507
O,400X200,-0.16280098810918292,400,86,0.16280098810918292
O,312X144,-0.16277893102971325,312,86,0.16277893102971325
J,312X669,-0.16277423165738172,312,142,0.16277423165738172
M,360X219,0.1627497912501291,360,128,0.1627497912501291
O,220X187,0.16272662343630073,220,86,0.16272662343630073
O,344X126,-0.16266910966953874,344,86,0.16266910966953874
O,440AX129,0.1626385530412588,UNKNOWN,86,0.1626385530412588
N,312X643,0.16258952994993717,312,266,0.16258952994993717
M,311X131,-0.16251650321689676,311,128,0.16251650321689676
J,344X55,0.16239921562104945,344,142,0.16239921562104945
L,ERROR:#N/A (#3),0.1622804140570776,UNKNOWN,178,0.1622804140570776
M,312X595,0.16225254424200886,312,128,0.16225254424200886
O,420X216,-0.16222578934471069,420,86,0.16222578934471069
N,220X19,0.16214460964477095,220,266,0.16214460964477095
L,312X293,0.1621066630926424,312,178,0.1621066630926424
M,210X138,0.16208457865707768,210,128,0.16208457865707768
L,330X405,0.16203632639054136,330,178,0.16203632639054136
O,520X62,0.16203243966425546,520,86,0.16203243966425546
N,330X569,0.16203185904258166,330,266,0.16203185904258166
J,310X153,-0.16202635699780593,310,142,0.16202635699780593
N,520X331,0.1620066434575449,520,266,0.1620066434575449
O,311X127,-0.1620035030607138,311,86,0.1620035030607138
J,312X42,0.1618710337528323,312,142,0.1618710337528323
O,440AX128,0.1618671042029217,UNKNOWN,86,0.1618671042029217
O,520X315,0.16185269094516863,520,86,0.16185269094516863
O,312X283,-0.16184621350330675,312,86,0.16184621350330675
O,400X22,0.1618223816879216,400,86,0.1618223816879216
J,360X743,0.16181197444285098,360,142,0.16181197444285098
O,312X436,0.1617750820702045,312,86,0.1617750820702045
J,ERROR:#N/A (#3),-0.16175985166468376,UNKNOWN,142,0.16175985166468376
O,312X710,0.1616843501860583,312,86,0.1616843501860583
N,750X885,0.161639203862679,750,266,0.161639203862679
J,750X776,-0.16161934284663385,750,142,0.16161934284663385
O,210X187,0.16160694973798098,210,86,0.16160694973798098
O,344X196,0.16157050127403874,344,86,0.16157050127403874
L,344X36,0.1614974090180391,344,178,0.1614974090180391
O,312X54,0.16144533456118162,312,86,0.16144533456118162
L,330X1184,0.16116480843561426,330,178,0.16116480843561426
L,310X177,0.16115895625010698,310,178,0.16115895625010698
O,312X131,-0.1611482851664351,312,86,0.1611482851664351
M,520X406,0.16107818482995195,520,128,0.16107818482995195
O,340X195,0.1610571480208723,340,86,0.1610571480208723
O,312X138,-0.1609611268142814,312,86,0.1609611268142814
O,750X198,0.16085676651761324,750,86,0.16085676651761324
N,310X160,0.1608055539667249,310,266,0.1608055539667249
M,312X165,0.16079384972927585,312,128,0.16079384972927585
M,420X35,0.1607809331982942,420,128,0.1607809331982942
M,311X30,0.16070791099948042,311,128,0.16070791099948042
M,210X159,-0.16069913392004148,210,128,0.16069913392004148
O,440AX120,0.16068716289505655,UNKNOWN,86,0.16068716289505655
O,420X80,-0.16066538018134702,420,86,0.16066538018134702
L,312X284,0.1606292004657484,312,178,0.1606292004657484
J,344X71,0.16062103732105878,344,142,0.16062103732105878
N,312X310,0.1606171265658863,312,266,0.1606171265658863
M,520X166,0.16061114083915848,520,128,0.16061114083915848
J,312X675,-0.16056642148248373,312,142,0.16056642148248373
L,330X478,-0.16046092406347992,330,178,0.16046092406347992
N,344X39,-0.16045703500867367,344,266,0.16045703500867367
J,210X86,-0.160414147392503,210,142,0.160414147392503
J,520X319,-0.16035853063123354,520,142,0.16035853063123354
N,330X904,0.16026772716929535,330,266,0.16026772716929535
N,750X1138,-0.16026146173989497,750,266,0.16026146173989497
J,400X35,-0.16026085418755778,400,142,0.16026085418755778
O,312X441,0.1602458718545106,312,86,0.1602458718545106
L,311X60,-0.16021911274543604,311,178,0.16021911274543604
M,520X297,-0.16020411843759258,520,128,0.16020411843759258
L,400X157,-0.16018060382942634,400,178,0.16018060382942634
L,344X145,-0.1601132403224764,344,178,0.1601132403224764
J,344X195,-0.16010966746918417,344,142,0.16010966746918417
J,360X853,0.1601015710907717,360,142,0.1601015710907717
O,440AX111,0.16005659708288505,UNKNOWN,86,0.16005659708288505
O,311X149,-0.160014326684626,311,86,0.160014326684626
O,312X374,0.15999854455093704,312,86,0.15999854455093704
N,300X4,-0.15994196976620226,300,266,0.15994196976620226
M,400X159,0.15993474225108456,400,128,0.15993474225108456
M,312X33,-0.15993020684472853,312,128,0.15993020684472853
O,440AX154,0.15983939171794836,UNKNOWN,86,0.15983939171794836
O,440AX142,0.15982023322628156,UNKNOWN,86,0.15982023322628156
L,311X6,-0.15978727710002516,311,178,0.15978727710002516
N,312X308,0.15975430789060632,312,266,0.15975430789060632
O,312X136,-0.1597322757970678,312,86,0.1597322757970678
O,440AX96,-0.15972864863287944,UNKNOWN,86,0.15972864863287944
M,750X100,-0.15972522016804652,750,128,0.15972522016804652
L,210X66,0.15967605745400607,210,178,0.15967605745400607
O,220X216,-0.15962552658099488,220,86,0.15962552658099488
M,311X129,-0.159588896315716,311,128,0.159588896315716
O,312X712,0.15943535856839758,312,86,0.15943535856839758
M,360X274,0.15931429311627415,360,128,0.15931429311627415
O,330X525,-0.15920078316918612,330,86,0.15920078316918612
N,520X171,-0.15910963759448504,520,266,0.15910963759448504
M,420X37,0.15904449487795416,420,128,0.15904449487795416
L,330X482,-0.15900028205506803,330,178,0.15900028205506803
N,210X12,0.15897428410461556,210,266,0.15897428410461556
N,520X333,0.15896321404699013,520,266,0.15896321404699013
N,520X152,-0.15893069535325793,520,266,0.15893069535325793
L,330X455,-0.15892502411028478,330,178,0.15892502411028478
J,520X399,0.1589105253357594,520,142,0.1589105253357594
O,312X389,0.15890897701541143,312,86,0.15890897701541143
J,750X1329,-0.1588965615668624,750,142,0.1588965615668624
O,312X724,0.15886736706805182,312,86,0.15886736706805182
N,330X1256,0.1588440418642824,330,266,0.1588440418642824
M,330X142,-0.15878812701637904,330,128,0.15878812701637904
O,210X45,0.15868218096061143,210,86,0.15868218096061143
O,420X75,-0.1586285618303311,420,86,0.1586285618303311
J,520X241,-0.15860236015878434,520,142,0.15860236015878434
N,220X21,0.15858820840894297,220,266,0.15858820840894297
L,312X55,-0.15854386877349755,312,178,0.15854386877349755
O,310X149,-0.1585010530144449,310,86,0.1585010530144449
L,400X95,-0.1584857249455321,400,178,0.1584857249455321
M,310X30,-0.15845316065048007,310,128,0.15845316065048007
O,312X137,-0.15840979777882702,312,86,0.15840979777882702
M,312X174,0.1583929262345953,312,128,0.1583929262345953
N,310X21,0.15837425230835536,310,266,0.15837425230835536
M,210X70,0.15836206548695053,210,128,0.15836206548695053
O,344X48,-0.15832191172452087,344,86,0.15832191172452087
J,360X1267,-0.15824462428314864,360,142,0.15824462428314864
O,210X137,0.1582303580921065,210,86,0.1582303580921065
O,210X146,0.1582208139711243,210,86,0.1582208139711243
O,210X64,0.15819718416373907,210,86,0.15819718416373907
M,520X182,0.15817346954239075,520,128,0.15817346954239075
L,330X1180,0.1581607966169538,330,178,0.1581607966169538
N,520X348,-0.15814383726533715,520,266,0.15814383726533715
M,311X65,-0.15813825671842577,311,128,0.15813825671842577
J,340X196,-0.15813757936716408,340,142,0.15813757936716408
O,312X718,0.15812046115170517,312,86,0.15812046115170517
O,344X231,-0.15810026540736355,344,86,0.15810026540736355
N,520X346,-0.15809580501271553,520,266,0.15809580501271553
N,520X250,-0.15809541565589763,520,266,0.15809541565589763
N,520X173,-0.15808280106658526,520,266,0.15808280106658526
O,360X274,-0.15807231235496802,360,86,0.15807231235496802
O,312X565,-0.15806309168355948,312,86,0.15806309168355948
O,210X131,0.15804723510008611,210,86,0.15804723510008611
N,520X148,-0.15804467867327776,520,266,0.15804467867327776
N,520X248,-0.15804439228135522,520,266,0.15804439228135522
O,520X260,0.15801228095542771,520,86,0.15801228095542771
O,520X93,0.15794884310981708,520,86,0.15794884310981708
O,312X690,-0.15791297966175719,312,86,0.15791297966175719
M,520X180,0.1579011167113814,520,128,0.1579011167113814
J,344X53,0.1578700045168856,344,142,0.1578700045168856
J,340X33,0.1578386000942115,340,142,0.1578386000942115
O,312X130,-0.1578186045736549,312,86,0.1578186045736549
M,312X531,0.15780990774886752,312,128,0.15780990774886752
O,400X201,0.15779080865211137,400,86,0.15779080865211137
M,210X109,-0.15778408924588058,210,128,0.15778408924588058
M,440AX139,0.1577173875680893,UNKNOWN,128,0.1577173875680893
M,520X106,0.15767153748780122,520,128,0.15767153748780122
L,400X138,0.15764455231195248,400,178,0.15764455231195248
J,340X35,0.15764390244204984,340,142,0.15764390244204984
O,210X62,0.15754721658785112,210,86,0.15754721658785112
O,311X129,-0.15750334134345992,311,86,0.15750334134345992
O,312X141,-0.15750119472495705,312,86,0.15750119472495705
L,330X514,0.1573951414436985,330,178,0.1573951414436985
J,344X138,0.1573934775913468,344,142,0.1573934775913468
L,400X94,-0.15736202261838814,400,178,0.15736202261838814
J,312X441,0.15734327664728484,312,142,0.15734327664728484
O,360X392,-0.15733130477696158,360,86,0.15733130477696158
N,310X14,-0.1572131736815247,310,266,0.1572131736815247
N,210X154,0.15712129653057588,210,266,0.15712129653057588
O,440AX130,0.15704192033034914,UNKNOWN,86,0.15704192033034914
M,750X392,-0.1568951906648151,750,128,0.1568951906648151
