field,operation,observed_type,physical_meaning,unit,measurement_event,source_system,earliest_available_time,Y_measurement_time,available_before_Y,evidence_reference,prospective_eligibility,offline_complete_record_use
312X274,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X275,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X277,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X278,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X279,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X280,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X281,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X283,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X284,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X285,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X286,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X287,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X289,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X290,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X291,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X292,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X293,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X295,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X296,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X297,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X298,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X299,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X301,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X302,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X303,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
312X304,312,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
